Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maxLoop = 20,Chrome 93.0.4577.82,,,2021-09-29 14:05:27,2021-09-29 14:05:27,0.001s,PASSED
"name = """"",Chrome 93.0.4577.82,,,2021-09-29 14:05:27,2021-09-29 14:05:27,0.001s,PASSED
point = 0,Chrome 93.0.4577.82,,,2021-09-29 14:05:27,2021-09-29 14:05:27,0.001s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 93.0.4577.82,,,2021-09-29 14:05:27,2021-09-29 14:08:23,2m - 56.123s,PASSED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:08:25,2021-09-29 14:08:25,0.001s,PASSED
,,,,,,,
Test Cases/TC_006_Delete_Data,Chrome 93.0.4577.82,,,2021-09-29 14:08:25,2021-09-29 14:08:36,11.237s,ERROR
memberList = tmpData,Chrome 93.0.4577.82,,,2021-09-29 14:08:25,2021-09-29 14:08:25,0.002s,PASSED
for (def data : memberList),Chrome 93.0.4577.82,,,2021-09-29 14:08:25,2021-09-29 14:08:34,8.927s,FAILED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:08:36,2021-09-29 14:08:36,0.000s,PASSED
,,,,,,,
Test Cases/add data using excel test data,Chrome 93.0.4577.82,,,2021-09-29 14:08:36,2021-09-29 14:09:13,36.717s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-29 14:08:36,2021-09-29 14:08:39,2.997s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""rocky182"")",Chrome 93.0.4577.82,,,2021-09-29 14:08:39,2021-09-29 14:08:44,4.962s,PASSED
"dataExcel = findTestData(""ExcelData"")",Chrome 93.0.4577.82,,,2021-09-29 14:08:44,2021-09-29 14:08:45,0.495s,PASSED
"excelRowNumber = findTestData(""ExcelData"").getRowNumbers()",Chrome 93.0.4577.82,,,2021-09-29 14:08:45,2021-09-29 14:08:45,0.056s,PASSED
"for ([rowCounter = 1, rowCounter < excelRowNumber, (rowCounter++)])",Chrome 93.0.4577.82,,,2021-09-29 14:08:45,2021-09-29 14:09:11,25.930s,PASSED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:09:13,2021-09-29 14:09:13,0.000s,PASSED
